"Code","Severity","Description","User Severity","rpt msg","solution"
"ATTR-3","Warning","NAME
       ATTR-3 (warning) Attribute '%s' does not exist on %s %s

DESCRIPTION
       The  attribute  you are trying to get is not found on the object, or is
       out-of-date.  If the attribute is  out-of-date,  a  timing  update  may
       establish  its  value.   There is a way to suppress this message if you
       desire.  For example, if this is in a loop or in a procedure (-quiet?)

WHAT NEXT","","Warning: Attribute 'technology_node' does not exist on block bit_coin.nlib:bit_coin/icv_in_design.design (ATTR-3) (MSG-3032)",""
"CLE-10","Info","NAME
       CLE-10  (information)  Term  was not able to be set up using %s . Using
       ""xterm"" by default instead.

DESCRIPTION
       This warning message occurs in certain OS when the term cannot  be  set
       up under its default term name.","","Information: Term was not able to be set up using xterm-256color . Using ""xterm"" by default instead. (CLE-10) (MSG-3032)",""
"CMD-030","Warning","NAME
       CMD-030 (warning) File '%s' was not found in search path.

DESCRIPTION
       The 'which' command evaluated an filename argument and the file was not
       found.

WHAT NEXT
       No adverse effect on the result of the  command,  but  check  spelling,
       etc.","","Warning: File 'config_setup.tcl' was not found in search path. (CMD-030) (MSG-3032)",""
"CTS-956","Warning","NAME
       CTS-956  (warning) Please use -largest / -smallest / -all switches with
       -show_verbose_paths / -show_paths to report the clock paths.

DESCRIPTION
       -largest / -smallest /  -all  switches  have  to  add  with  -show_ver-
       bose_paths / -show_paths to report the clock paths.

WHAT NEXT
       Add -largest / -smallest / -all switches to report the clock paths.","","Warning: Please use -largest / -smallest / -all switches with -show_verbose_paths / -show_paths to report the clock paths. (CTS-956) (MSG-3032)",""
"CTS-973","Info","NAME
       CTS-973  (info)  The value of option cts.compile.enable_cell_relocation
       has been overridden to ""leaf_only"" to support latency-driven placement.

DESCRIPTION
       If option place.coarse.latency_driven_placement is true, placement will
       attempt to move clock gating cells to improve clock latency. To prevent
       clock gate relocation from altering the locations of these cells, clock
       gate  relocation  will be done in leaf_only mode. Only leaf-level clock
       gates will be moved by clock gate  relocation.  This  overrides  option
       cts.compile.enable_cell_relocation.

       Latency-driven  placement  happens  at  the place_opt flow stage. Clock
       gate relocation happens at the clock_opt flow stage.

WHAT NEXT
       To use clock gate relocation mode other than ""leaf_only"", it is  neces-
       sary     to    disable    latency-driven    placement.    Set    option
       place.coarse.latency_driven placement to  false  during  place_opt  and
       clock_opt  flow  stages.  Clock latency may degrade as a consequence of
       this.

SEE ALSO
       cts.compile.enable_cell_relocation(3)
       place.coarse.latency_driven_placement(3)","","Information: The value of option cts.compile.enable_cell_relocation has been overridden to ""leaf_only"" to support latency-driven placement. (CTS-973) (MSG-3032)",""
"FILE-007","Info","NAME
       FILE-007 (information) Loading %s file '%s'

DESCRIPTION
       This  informational message shows the full path name and type of a file
       being read into the application.

WHAT NEXT
       Use the full path name to  help  understand  any  problems  encountered
       while reading the file.","","Information: Loading library file '/home/inf25/work/Bitcoin/testcase_done_script/bitcoin_assignment/work_area3_their_file_updated_fc_version_for_icv7/data/lib/sram/ndms/sram2rw16x4_tt1p_v125c.ndm' (FILE-007) (MSG-3032)",""
"FLW-8000","Info","NAME
       FLW-8000 (info) Starting %s

DESCRIPTION
       Starting  message  of  a  command, compile stage or step.  This message
       appears in pair with FLW-8001.

WHAT NEXT
       Information. No action needed.","","Information: Starting 'analyze_design_violations' (FLW-8000) (MSG-3032)",""
"FLW-8001","Info","NAME
       FLW-8001 (info) Ending %s

DESCRIPTION
       Ending  message  of  a  command,  compile  stage or step.  This message
       appears in pair with FLW-8000.

WHAT NEXT
       Information. No action needed.","","Information: Ending   'analyze_design_violations' (FLW-8001) (MSG-3032)",""
"FLW-8100","Info","NAME
       FLW-8100  (info)  Time: %s / Session: %s / Command: %s / CPU: %s / Mem-
       ory: %.0f MB

DESCRIPTION
       Information of timestamp, elapsed time in  the  tool  session,  elapsed
       time and CPU time in the command and peak memory usage.

WHAT NEXT
       Information. No action needed.","","Information: Time: 2025-12-31 17:49:11 / Session:  00:03:51 / Command:  00:00:03 / CPU:  00:00:03 / Memory: 5192 MB (FLW-8100) (MSG-3032)",""
"FRAM-054","Warning","NAME
       FRAM-054  (warning)  Technology  used  to create frame-view and current
       technology have inconsistency: %s.

DESCRIPTION
       The reported part of the technology are inconsistent between the refer-
       ence library and the design library.

WHAT NEXT
       Update the library with consistent technology and try again.

SEE ALSO
       create_lib(2)
       open_lib(2)
       read_tech_file(2)","","Warning: Technology used to create frame-view and current technology have inconsistency: Fat table contents are different. (FRAM-054) (MSG-3032)",""
"LNK-040","Info","NAME
       LNK-040 (information) User %sunits loaded from library '%s'

DESCRIPTION
       This message appears when you have not explicitly set your design units
       (time, capacitance, etc.) with the set_user_units command.   The  units
       used  in your shell session will be taken from the default units in the
       given library.

WHAT NEXT
       You can use report_user_units to see what  units  have  been  selected.
       You can use the set_user_units to force different units of your choice.

SEE ALSO
       set_user_units(2)
       report_user_units(2)","","Information: User units loaded from library 'saed32hvt_dlvl_tt0p_v' (LNK-040) (MSG-3032)",""
"MSG-3106","Info","","","Information: set_msg: changed msg 'ATTR-11' to level OFF (MSG-3106) (MSG-3032)",""
"MSG-3913","Info","NAME
       MSG-3913  (info) %d out of %d %s messages were not printed due to limit
       %d %s

DESCRIPTION
       This message prints the summary of the suppressed messages at  the  end
       of every source or mega command. This message will also be printed when
       we change the limit of a message which was suppressed.

       The file information will be  printed  if  this  message  is  triggered
       before  the  end  of  the  source  file. The message will be printed as
       below:

       3 out of 5 NDMUI-669 messages were not printed due to  limit  2  (after
       'set_message_info'  at  test.tcl:21) (MSG-3913) 2 out of 4 ATR-012 mes-
       sages were not printed due to  limit  2  (after  'set_message_info'  at
       test.tcl:22) (MSG-3913)

       And  if  this  message  is triggered after the completion of the source
       file. It will be printed as below:

       1 out of 3 ATR-012 messages were not printed due to limit 2  (MSG-3913)
       1  out  of  3  NDMUI-669  messages  were  not  printed  due  to limit 2
       (MSG-3913)

WHAT NEXT","","Information: 571808 out of 571818 POW-046 messages were not printed due to limit 10 (after 'source' at icv_in_design.tcl:345) (MSG-3913) (MSG-3032)",""
"MSG-3987","Info","","","Information: report_msg: adding -printed to avoid unintentional output overload. Use 'get_msg *' to list all messages.  (MSG-3987) (MSG-3032)",""
"MV-072","Info","NAME
       MV-072  (information) The level shifter '%s' is not associated with any
       level shifter strategies.

DESCRIPTION
       This message is printed when the specified level shifter is not associ-
       ated with any level shifter strategies.

       When  the  tool cannot associate level shifter cells with level shifter
       strategies, it might be caused by one of these reasons:  level  shifter
       cell is not inserted based on any strategy, it might purely be inserted
       to fix the voltage shifting automatically;  or  the  level  shifter  is
       inserted base on certain strategy, but the nestlist got changed without
       introducing any extra violation. In  any  case,  existing  power/ground
       supply  nets  of  the  cell are maintained. No association will pose no
       problem in downstream tools.

WHAT NEXT
       This is an information-only message. No action is required.

SEE ALSO
       associate_mv_cells(2)
       report_power_domains(2)
       report_mv_path(2)
       report_cell(2)","","Information: The level shifter 'bit_secure_6_snps_PD_SIPO_SECURE__ISO_SIPO_OUT_snps_addr_3_ISO_SIPO_OUT' is not associated with any level shifter strategies. (MV-072) (MSG-3032)",""
"MV-074","Warning","NAME
       MV-074  (warning) The power switch cell '%s' is not associated with any
       power switch strategies.

DESCRIPTION
       This message is printed when the specified power  switch  cell  is  not
       associated with any power switch strategies.

       The  tool cannot associate power switch cells with power switch strate-
       gies if there are any discrepancies between them. In such a case,  sup-
       ply  net  connections of the power switch cells cannot be automatically
       derived by the tool. While it is sufficient to continue the implementa-
       tion  flow if supply net connections are explicitly specified, the tool
       will not be able to check and ensure that the power  switch  cells  are
       properly  inserted  and  consistent  with  the  power switch strategies
       intended for the cells.

WHAT NEXT
       Check the related power switch strategy  and  the  association  of  the
       power switch cell.

SEE ALSO
       associate_mv_cells(2)
       report_power_domains(2)
       report_cell(2)","","Warning: The power switch cell 'piso_secure_0/headerfooter_snps_PD_PISO_SECURE__SW_PISO_SECURE_snps_HEAD2X16_HVT_R887_C0_28' is not associated with any power switch strategies. (MV-074) (MSG-3032)",""
"MV-079","Info","NAME
       MV-079  (information)  Message '%s' limit (%d) exceeded. Remainder will
       be suppressed. The  limit  can  be  changed  with  '-max_message_count'
       option.

DESCRIPTION
       This message indicates that the message limit has been exceeded and the
       remainder will be suppressed.

WHAT NEXT
       Run check_mv_design with different  value  for  the  -max_message_count
       option.

SEE ALSO
       check_mv_design(2)","","Information: Message 'MV-074' limit (20) exceeded. Remainder will be suppressed. The limit can be changed with '-max_message_count' option. (MV-079) (MSG-3032)",""
"MV-080","Info","NAME
       MV-080 (information) Total %d %s violations.

NAME
       MV-080 (warning) Total %d %s violations.

DESCRIPTION
       This  message,  printed by check_mv_design, gives the total number of a
       specific type of MV violation.  All violations may not  be  printed  in
       the report.  By default, only 20 of each type of violation are printed.
       This number can be controlled by the check_mv_design -max_message_count
       option.   To  see  details  of  every  violation,  use  check_mv_design
       -max_message_count all.

WHAT NEXT
       No further action is required.   Optionally,  increase  the  number  of
       printed  violations  to  see  more  details  by  using  check_mv_design
       -max_message_count.

SEE ALSO
       check_mv_design(2)","","Information: Total 2232 MV-074 violations. (MV-080) (MSG-3032)",""
"MV-082","Info","NAME
       MV-082   (information)   Total  %d  error(s)  and  %d  warning(s)  from
       check_mv_design.

DESCRIPTION
       This summary message shows the total number of error(s) and  warning(s)
       reported  by  check_mv_design.   Details for some of these messages may
       have been suppressed.  Use check_mv_design -max_message_count to  spec-
       ify the count of detailed outputs per message tag.  Use check_mv_design
       -max_message_count all to report all details.

WHAT NEXT
       Check the details of the reported  violations  in  the  check_mv_design
       report.

SEE ALSO
       check_mv_design(2)","","Information: Total 0 error(s) and 2232 warning(s) from check_mv_design. (MV-082) (MSG-3032)",""
"NDM-102","Warning","NAME
       NDM-102  (warning)  Technology  '%s'  used  for  frame-view creation in
       library '%s', is inconsistent  with  the  current  technology  '%s'  of
       library  '%s'.  Please  run derive_design_level_via_regions to generate
       up-do-date via region in the design library.

DESCRIPTION
       The technology of the reference library is inconsistent with technology
       of  the  design library. Need to run derive_design_level_via_regions to
       generate up-do-date via region in the design library.

WHAT NEXT
       Update the library with consistent technology and  try  again.  Or  run
       derive_design_level_via_regions  to  generate  up-do-date via region in
       the design library.

SEE ALSO
       create_lib(2)
       open_lib(2)
       read_tech_file(2)
       derive_design_level_via_regions(2)","","Warning: Technology 'saed32nm_1p9m_mw.tf' used for frame-view creation in library 'sram2rw16x4_tt1p_v125c', is inconsistent with the current technology 'saed32nm_1p9m_mw.tf' of library 'bit_coin.nlib'. Please run derive_design_level_via_regions to generate up-do-date via region in the design library. (NDM-102) (MSG-3032)",""
"NEX-020","Warning","NAME
       NEX-020  (warning)   Net '%s' is exceeding threshold (over %d pins) and
       will be skipped.

DESCRIPTION
       This net has a very large number of pins so it will not  be  extracted.
       This  net was probably not meant to be detail routed.  There will be no
       parasitics and no back-annotated delay computed for this  net.   Timing
       analysis  will  use  the wire load model with the high fanout threshold
       assumptions.  The current default for the max number of pins  is  1000.
       You can use the option extract.high_fanout_threshold to adjust it.

WHAT NEXT
       Buffer this net and detail route it to be able to extract it.

SEE ALSO
       reg_extract_design(2)","","Net '%s' is exceeding threshold (over %d pins) and will be skipped. (MSG-3032)",""
"NEX-022","Info","NAME
       NEX-022 (information) The RC mode used is %s.

DESCRIPTION
       This message advises you of the RC model that the tool will use to com-
       pute
        RC value.

       The valid RC modes and their descriptions  are  shown  below,  starting
       with  the highest priority and ending with the lowest priority based on
       design route status.

     o  DR(detail routed), if 60% of all nets are detail routed

     o  GR(global routed), if 60% of all nets are global or detail routed

     o  CTO(clock routed), if 1 or more nets are global or detail routed

     o  VR(virtual routed), can be done with/without routed net  depending  on
       timer's control

     o   RDE(route  driven  estimation),  can  be done with/without routed net
       depending on timer's control. Estimation is  done  thru  captured  data
       learned from routing.","","The RC mode used is %s. (MSG-3032)",""
"NEX-024","Info","NAME
       NEX-024  (info)  Design  %s  has  %i  nets, %i global routed, %i detail
       routed.

DESCRIPTION
       Message about route status, which will decide extraction mode.

WHAT NEXT
       NEX-022 will be issued based on the ratio of routed/totalNets.","","Design %s has %i nets, %i global routed, %i detail routed. (MSG-3032)",""
"NEX-028","Info","NAME
       NEX-028 (info) %i nets are successfully extracted.

DESCRIPTION
       Message about extraction status, extracted means the net has content in
       rcCache.

WHAT NEXT
       Timer/SPEF output can use RC in rcCache.","","%i nets are successfully extracted. (MSG-3032)",""
"NEX-029","Info","NAME
       NEX-029 (info) coupling capacitance is created explicitly.

DESCRIPTION
       Message about coupling capacitance is extracted.

WHAT NEXT
       Timer SI can work with coupling capacitance.","","coupling capacitance is created explicitly. (MSG-3032)",""
"PDC-003","Warning","NAME
       PDC-003 (Warning) Routing direction of metal layer %s is neither ""hori-
       zontal"" nor ""vertical"".  PDC checks  will  not  be  performed  on  this
       layer.

DESCRIPTION
       This  warning  message indicates that no routing direction has been set
       on the metal layer.  This may result in DRC violations due  to  illegal
       placement.

WHAT NEXT
       set_attribute  [get_layer <layer>] routing_direction <horizontal/verti-
       cal>","","Warning: Routing direction of metal layer PO is neither ""horizontal"" nor ""vertical"".  PDC checks will not be performed on this layer. (PDC-003) (MSG-3032)",""
"POW-005","Info","NAME
       POW-005  (information) Activity for scenario %s was cached, no propaga-
       tion required.

DESCRIPTION
       Switching activity for  a  scenario  was  already  calculated  earlier.
       Therefore switching activity information will not be re-calculated.

WHAT NEXT
       No action is required.","","Information: Activity for scenario FUNC_0.78V_SETUP was cached, no propagation required. (POW-005) (MSG-3032)",""
"POW-009","Warning","NAME
       POW-009 (warning) Power analysis is disabled %s as leakage/swcap/inter-
       nal   mode   power   app   options   can   be    off    and/or    leak-
       age_power/dynamic_power scenario flags are set to false.

DESCRIPTION
       This  message  occurs  when  the  scenario power flags are false and/or
       leakage/swcap/internal app options are 'off'.

WHAT NEXT
       Set the required power analysis app option to 'on' and enable the  sce-
       nario power flags.

SEE ALSO
       report_power(2)
       report_scenarios(2)
       power.leakage_mode(3)
       power.swcap_mode(3)
       power.internal_mode(3)","","Warning: Power analysis is disabled for scenario 'FUNC_0.85V_HOLD' as leakage/swcap/internal mode power app options can be off and/or leakage_power/dynamic_power scenario flags are set to false. (POW-009) (MSG-3032)",""
"POW-024","Info","NAME
       POW-024 (information) Doing activity propagation for mode '%s' and cor-
       ner '%s' with effort level '%s'.

DESCRIPTION
       Specifies that activity propagation is being done for a given mode  and
       corner.

WHAT NEXT
       Activity propagation should proceed for a valid combination of mode and
       corner.","","Information: Doing activity propagation for mode 'FUNC_078' and corner 'FUNC_0.78V_SETUP' with effort level 'medium'. (POW-024) (MSG-3032)",""
"POW-046","Warning","NAME
       POW-046 (warning) Power table extrapolation (%s mode) for port %s on %s
       for parameter %s. Lowest table value = %f, highest table  value  =  %f,
       value = %f

DESCRIPTION
       This  message  is  given  when a parameter during power table access is
       outside of the table range. Based on the mode, it will be  extrapolated
       or clipped to the range.

WHAT NEXT
       The  extrapolation mode can be set by app option power.table_extrapola-
       tion

SEE ALSO
       report_power(2)","","Warning: Power table extrapolation (extrapolation mode) for port QN on cell lreset_sync/reset_sync_reg for parameter Cout. Lowest table value = 0.000100, highest table value = 0.008000, value = 0.000000 (POW-046) (MSG-3032)",""
"POW-052","Info","NAME
       POW-052 (information) Timer-derived activity data is cached on scenario
       %s

DESCRIPTION
       Timer-derived activity informations been calculated and cached for  the
       given scenario.  It will be invalidated and re-calculated automatically
       on demand.

WHAT NEXT
       No action required.","","Information: Timer-derived activity data is cached on scenario FUNC_0.78V_SETUP (POW-052) (MSG-3032)",""
